transaction_id,date,customer_id,product_id,quantity,unit_price,discount,revenue,channel
T0002480,2026-04-02,C0042,P001,4,12.99,0.0,51.96,Store
T0002481,2026-04-02,C0008,P002,3,6.49,0.0,19.47,Store
T0002482,2026-04-02,C0040,P005,4,34.99,0.0,139.96,Store
T0002483,2026-04-02,C0094,P002,1,6.49,0.05,6.17,Store
T0002484,2026-04-02,C0071,P002,1,6.49,0.0,6.49,Store
T0002485,2026-04-02,C0012,P002,1,6.49,0.05,6.17,Web
T0002486,2026-04-02,C0114,P002,3,6.49,0.0,19.47,Web
T0002487,2026-04-02,C0060,P007,3,29.99,0.0,89.97,Mobile
T0002488,2026-04-02,C0111,P008,3,14.99,0.0,44.97,Web
T0002489,2026-04-02,C0017,P003,1,18.99,0.0,18.99,Mobile
T0002490,2026-04-02,C0084,P005,1,34.99,0.0,34.99,Web
T0002491,2026-04-03,C0027,P003,1,18.99,0.1,17.09,Store
T0002492,2026-04-03,C0017,P007,1,29.99,0.0,29.99,Web
T0002493,2026-04-03,C0072,P007,2,29.99,0.1,53.98,Store
T0002494,2026-04-03,C0078,P005,1,34.99,0.0,34.99,Web
T0002495,2026-04-03,C0117,P001,1,12.99,0.1,11.69,Store
T0002496,2026-04-03,C0012,P007,3,29.99,0.1,80.97,Store
T0002497,2026-04-03,C0019,P004,3,79.99,0.0,239.97,Web
T0002498,2026-04-03,C0037,P003,2,18.99,0.05,36.08,Mobile
T0002499,2026-04-03,C0068,P001,1,12.99,0.0,12.99,Store
T0002500,2026-04-03,C0092,P008,2,14.99,0.0,29.98,Web
T0002501,2026-04-03,C0016,P008,2,14.99,0.05,28.48,Store
T0002502,2026-04-03,C0012,P004,4,79.99,0.0,319.96,Mobile
T0002503,2026-04-03,C0015,P005,1,34.99,0.15,29.74,Web
T0002504,2026-04-03,C0060,P006,1,24.99,0.0,24.99,Mobile
T0002505,2026-04-03,C0069,P007,1,29.99,0.0,29.99,Web
T0002506,2026-04-03,C0091,P008,3,14.99,0.05,42.72,Store
T0002507,2026-04-03,C0052,P003,4,18.99,0.0,75.96,Mobile
T0002508,2026-04-03,C0074,P006,6,24.99,0.0,149.94,Store
T0002509,2026-04-03,C0081,P005,3,34.99,0.0,104.97,Mobile
T0002510,2026-04-03,C0027,P002,2,6.49,0.0,12.98,Web
T0002511,2026-04-03,C0022,P001,2,12.99,0.0,25.98,Store
T0002512,2026-04-03,C0081,P006,1,24.99,0.0,24.99,Store
T0002513,2026-04-03,C0082,P001,1,12.99,0.0,12.99,Store
T0002514,2026-04-03,C0008,P001,2,12.99,0.05,24.68,Store
T0002515,2026-04-03,C0071,P008,1,14.99,0.0,14.99,Store
T0002516,2026-04-03,C0032,P002,1,6.49,0.0,6.49,Store
T0002517,2026-04-03,C0111,P005,3,34.99,0.0,104.97,Mobile
T0002518,2026-04-03,C0025,P005,2,34.99,0.0,69.98,Store
T0002519,2026-04-03,C0094,P005,3,34.99,0.0,104.97,Mobile
T0002520,2026-04-03,C0087,P003,3,18.99,0.0,56.97,Store
T0002521,2026-04-03,C0058,P002,1,6.49,0.1,5.84,Store
T0002522,2026-04-04,C0039,P004,1,79.99,0.05,75.99,Mobile
T0002523,2026-04-04,C0099,P007,1,29.99,0.0,29.99,Store
T0002524,2026-04-04,C0024,P007,6,29.99,0.05,170.94,Web
T0002525,2026-04-04,C0069,P006,1,24.99,0.1,22.49,Store
T0002526,2026-04-04,C0103,P004,1,79.99,0.0,79.99,Web
T0002527,2026-04-04,C0059,P003,4,18.99,0.1,68.36,Store
T0002528,2026-04-04,C0072,P002,2,6.49,0.15,11.03,Store
T0002529,2026-04-04,C0107,P007,5,29.99,0.0,149.95,Store
T0002530,2026-04-04,C0048,P001,4,12.99,0.0,51.96,Mobile
T0002531,2026-04-04,C0069,P007,1,29.99,0.15,25.49,Store
T0002532,2026-04-04,C0080,P007,2,29.99,0.0,59.98,Mobile
T0002533,2026-04-04,C0005,P008,2,14.99,0.1,26.98,Web
T0002534,2026-04-04,C0041,P002,1,6.49,0.05,6.17,Mobile
T0002535,2026-04-04,C0020,P001,2,12.99,0.05,24.68,Mobile
T0002536,2026-04-04,C0111,P006,2,24.99,0.0,49.98,Web
T0002537,2026-04-04,C0108,P007,2,29.99,0.0,59.98,Web
T0002538,2026-04-04,C0010,P003,2,18.99,0.05,36.08,Store
T0002539,2026-04-04,C0017,P001,1,12.99,0.0,12.99,Store
T0002540,2026-04-04,C0033,P001,1,12.99,0.15,11.04,Store
T0002541,2026-04-04,C0056,P003,1,18.99,0.0,18.99,Mobile
T0002542,2026-04-04,C0120,P008,2,14.99,0.05,28.48,Store
T0002543,2026-04-04,C0055,P002,1,6.49,0.15,5.52,Web
T0002544,2026-04-04,C0022,P001,1,12.99,0.0,12.99,Store
T0002545,2026-04-04,C0073,P007,1,29.99,0.15,25.49,Store
T0002546,2026-04-04,C0089,P007,4,29.99,0.0,119.96,Web
T0002547,2026-04-04,C0060,P005,1,34.99,0.1,31.49,Web
T0002548,2026-04-04,C0079,P006,5,24.99,0.0,124.95,Store
T0002549,2026-04-04,C0115,P005,3,34.99,0.05,99.72,Store
T0002550,2026-04-04,C0040,P007,1,29.99,0.05,28.49,Web
T0002551,2026-04-04,C0063,P004,2,79.99,0.0,159.98,Store
T0002552,2026-04-05,C0098,P001,4,12.99,0.05,49.36,Store
T0002553,2026-04-05,C0018,P004,4,79.99,0.0,319.96,Mobile
T0002554,2026-04-05,C0007,P006,1,24.99,0.15,21.24,Mobile
T0002555,2026-04-05,C0083,P001,2,12.99,0.15,22.08,Mobile
T0002556,2026-04-05,C0110,P006,1,24.99,0.05,23.74,Mobile
T0002557,2026-04-05,C0001,P007,4,29.99,0.0,119.96,Store
T0002558,2026-04-05,C0082,P001,3,12.99,0.05,37.02,Mobile
T0002559,2026-04-05,C0090,P007,4,29.99,0.0,119.96,Store
T0002560,2026-04-05,C0044,P006,3,24.99,0.15,63.72,Store
T0002561,2026-04-05,C0120,P004,3,79.99,0.1,215.97,Store
T0002562,2026-04-05,C0060,P004,1,79.99,0.0,79.99,Store
T0002563,2026-04-05,C0074,P008,3,14.99,0.0,44.97,Store
T0002564,2026-04-05,C0025,P007,3,29.99,0.05,85.47,Mobile
T0002565,2026-04-05,C0029,P005,2,34.99,0.1,62.98,Store
T0002566,2026-04-05,C0053,P006,1,24.99,0.0,24.99,Web
T0002567,2026-04-05,C0041,P002,3,6.49,0.05,18.5,Store
T0002568,2026-04-05,C0057,P004,2,79.99,0.1,143.98,Web
T0002569,2026-04-05,C0106,P006,1,24.99,0.05,23.74,Store
T0002570,2026-04-05,C0090,P008,1,14.99,0.0,14.99,Store
T0002571,2026-04-05,C0059,P008,2,14.99,0.0,29.98,Store
T0002572,2026-04-05,C0025,P001,3,12.99,0.0,38.97,Web
T0002573,2026-04-05,C0042,P003,4,18.99,0.0,75.96,Store
T0002574,2026-04-05,C0009,P002,3,6.49,0.0,19.47,Web
T0002575,2026-04-05,C0044,P007,1,29.99,0.15,25.49,Store
T0002576,2026-04-05,C0120,P008,1,14.99,0.0,14.99,Store
T0002577,2026-04-05,C0109,P007,1,29.99,0.0,29.99,Store
T0002578,2026-04-05,C0087,P001,1,12.99,0.0,12.99,Store
T0002579,2026-04-05,C0112,P006,3,24.99,0.05,71.22,Store
T0002580,2026-04-05,C0091,P007,1,29.99,0.0,29.99,Mobile
T0002581,2026-04-05,C0099,P008,1,14.99,0.05,14.24,Store
T0002582,2026-04-05,C0052,P007,2,29.99,0.0,59.98,Store
T0002583,2026-04-05,C0104,P004,2,79.99,0.05,151.98,Mobile
T0002584,2026-04-06,C0046,P005,1,34.99,0.0,34.99,Store
T0002585,2026-04-06,C0066,P003,1,18.99,0.0,18.99,Store
T0002586,2026-04-06,C0010,P006,1,24.99,0.0,24.99,Web
T0002587,2026-04-06,C0099,P007,3,29.99,0.05,85.47,Store
T0002588,2026-04-06,C0079,P002,6,6.49,0.0,38.94,Store
T0002589,2026-04-06,C0088,P003,1,18.99,0.15,16.14,Store
T0002590,2026-04-06,C0028,P002,1,6.49,0.0,6.49,Store
T0002591,2026-04-06,C0027,P001,2,12.99,0.0,25.98,Store
T0002592,2026-04-06,C0036,P004,1,79.99,0.0,79.99,Web
T0002593,2026-04-06,C0043,P007,3,29.99,0.0,89.97,Web
T0002594,2026-04-06,C0004,P008,2,14.99,0.0,29.98,Mobile
T0002595,2026-04-06,C0071,P001,1,12.99,0.0,12.99,Mobile
T0002596,2026-04-06,C0108,P001,2,12.99,0.0,25.98,Store
T0002597,2026-04-06,C0086,P001,7,12.99,0.0,90.93,Store
T0002598,2026-04-06,C0009,P002,4,6.49,0.0,25.96,Web
T0002599,2026-04-06,C0096,P004,2,79.99,0.0,159.98,Store
T0002600,2026-04-06,C0073,P008,1,14.99,0.0,14.99,Web
T0002601,2026-04-06,C0009,P002,1,6.49,0.15,5.52,Web
T0002602,2026-04-06,C0044,P006,3,24.99,0.0,74.97,Store
T0002603,2026-04-06,C0074,P005,1,34.99,0.0,34.99,Store
T0002604,2026-04-06,C0117,P005,3,34.99,0.1,94.47,Mobile
T0002605,2026-04-06,C0092,P005,1,34.99,0.05,33.24,Store
T0002606,2026-04-06,C0077,P003,1,18.99,0.0,18.99,Web
T0002607,2026-04-06,C0063,P006,2,24.99,0.0,49.98,Store
T0002608,2026-04-06,C0026,P004,3,79.99,0.1,215.97,Mobile
T0002609,2026-04-07,C0105,P003,1,18.99,0.0,18.99,Web
T0002610,2026-04-07,C0078,P001,2,12.99,0.0,25.98,Mobile
T0002611,2026-04-07,C0020,P003,3,18.99,0.0,56.97,Store
T0002612,2026-04-07,C0056,P003,2,18.99,0.0,37.98,Web
T0002613,2026-04-07,C0065,P007,2,29.99,0.05,56.98,Web
T0002614,2026-04-07,C0062,P002,1,6.49,0.05,6.17,Web
T0002615,2026-04-07,C0097,P006,3,24.99,0.0,74.97,Web
T0002616,2026-04-07,C0024,P002,4,6.49,0.1,23.36,Store
T0002617,2026-04-07,C0119,P008,1,14.99,0.15,12.74,Store
T0002618,2026-04-07,C0042,P006,1,24.99,0.15,21.24,Web
T0002619,2026-04-07,C0082,P006,1,24.99,0.0,24.99,Store
T0002620,2026-04-07,C0049,P006,1,24.99,0.0,24.99,Web
T0002621,2026-04-07,C0110,P007,2,29.99,0.0,59.98,Store
T0002622,2026-04-07,C0083,P005,1,34.99,0.1,31.49,Web
T0002623,2026-04-07,C0035,P006,2,24.99,0.15,42.48,Store
T0002624,2026-04-07,C0046,P005,2,34.99,0.15,59.48,Mobile
T0002625,2026-04-07,C0006,P003,2,18.99,0.0,37.98,Mobile
T0002626,2026-04-07,C0076,P001,1,12.99,0.15,11.04,Web
T0002627,2026-04-07,C0045,P001,3,12.99,0.0,38.97,Store
T0002628,2026-04-07,C0044,P008,1,14.99,0.0,14.99,Web
T0002629,2026-04-07,C0067,P008,1,14.99,0.15,12.74,Store
T0002630,2026-04-07,C0115,P002,1,6.49,0.0,6.49,Store
T0002631,2026-04-07,C0078,P005,5,34.99,0.05,166.2,Mobile
T0002632,2026-04-07,C0086,P005,1,34.99,0.15,29.74,Web
T0002633,2026-04-07,C0076,P001,2,12.99,0.05,24.68,Store
T0002634,2026-04-07,C0116,P003,1,18.99,0.0,18.99,Web
T0002635,2026-04-07,C0025,P006,1,24.99,0.0,24.99,Web
T0002636,2026-04-07,C0031,P007,3,29.99,0.1,80.97,Web
T0002637,2026-04-07,C0041,P004,2,79.99,0.0,159.98,Web
T0002638,2026-04-08,C0111,P006,3,24.99,0.05,71.22,Store
T0002639,2026-04-08,C0037,P002,2,6.49,0.1,11.68,Store
T0002640,2026-04-08,C0111,P003,1,18.99,0.0,18.99,Web
T0002641,2026-04-08,C0053,P001,1,12.99,0.05,12.34,Mobile
T0002642,2026-04-08,C0117,P008,2,14.99,0.0,29.98,Store
T0002643,2026-04-08,C0002,P002,3,6.49,0.0,19.47,Store
T0002644,2026-04-08,C0002,P002,2,6.49,0.1,11.68,Mobile
T0002645,2026-04-08,C0006,P001,1,12.99,0.0,12.99,Store
T0002646,2026-04-08,C0039,P007,3,29.99,0.1,80.97,Web
T0002647,2026-04-08,C0019,P001,1,12.99,0.0,12.99,Web
T0002648,2026-04-08,C0017,P006,1,24.99,0.05,23.74,Mobile
T0002649,2026-04-08,C0060,P001,3,12.99,0.0,38.97,Mobile
T0002650,2026-04-08,C0089,P005,3,34.99,0.0,104.97,Store
T0002651,2026-04-08,C0027,P003,1,18.99,0.05,18.04,Store
T0002652,2026-04-08,C0051,P004,2,79.99,0.0,159.98,Mobile
T0002653,2026-04-08,C0120,P001,1,12.99,0.1,11.69,Store
T0002654,2026-04-08,C0046,P005,1,34.99,0.0,34.99,Store
T0002655,2026-04-08,C0004,P004,3,79.99,0.0,239.97,Store
T0002656,2026-04-08,C0102,P007,4,29.99,0.1,107.96,Store
T0002657,2026-04-08,C0016,P005,4,34.99,0.0,139.96,Store
T0002658,2026-04-08,C0113,P005,2,34.99,0.05,66.48,Mobile
T0002659,2026-04-08,C0096,P002,4,6.49,0.0,25.96,Mobile
T0002660,2026-04-08,C0045,P006,3,24.99,0.0,74.97,Store
T0002661,2026-04-08,C0061,P003,1,18.99,0.0,18.99,Web
T0002662,2026-04-09,C0086,P007,1,29.99,0.05,28.49,Store
T0002663,2026-04-09,C0112,P006,1,24.99,0.0,24.99,Store
T0002664,2026-04-09,C0106,P003,1,18.99,0.05,18.04,Store
T0002665,2026-04-09,C0034,P001,3,12.99,0.1,35.07,Store
T0002666,2026-04-09,C0029,P003,1,18.99,0.0,18.99,Web
T0002667,2026-04-09,C0113,P003,1,18.99,0.0,18.99,Store
T0002668,2026-04-09,C0097,P006,1,24.99,0.1,22.49,Store
T0002669,2026-04-09,C0006,P004,3,79.99,0.15,203.97,Store
T0002670,2026-04-09,C0102,P005,3,34.99,0.0,104.97,Store
T0002671,2026-04-09,C0042,P005,2,34.99,0.15,59.48,Mobile
T0002672,2026-04-09,C0059,P001,1,12.99,0.0,12.99,Store
T0002673,2026-04-09,C0023,P006,1,24.99,0.0,24.99,Mobile
T0002674,2026-04-09,C0068,P002,1,6.49,0.1,5.84,Store
T0002675,2026-04-09,C0076,P003,2,18.99,0.1,34.18,Store
T0002676,2026-04-09,C0036,P007,1,29.99,0.0,29.99,Store
T0002677,2026-04-09,C0040,P005,1,34.99,0.1,31.49,Mobile
T0002678,2026-04-09,C0095,P003,6,18.99,0.0,113.94,Web
T0002679,2026-04-09,C0047,P005,1,34.99,0.1,31.49,Web
T0002680,2026-04-09,C0078,P004,1,79.99,0.0,79.99,Web
T0002681,2026-04-09,C0005,P003,2,18.99,0.1,34.18,Store
T0002682,2026-04-09,C0003,P006,1,24.99,0.05,23.74,Store
T0002683,2026-04-09,C0034,P004,5,79.99,0.05,379.95,Web
T0002684,2026-04-10,C0026,P003,1,18.99,0.0,18.99,Store
T0002685,2026-04-10,C0040,P004,1,79.99,0.0,79.99,Store
T0002686,2026-04-10,C0017,P005,1,34.99,0.0,34.99,Store
T0002687,2026-04-10,C0112,P003,3,18.99,0.05,54.12,Store
T0002688,2026-04-10,C0098,P004,4,79.99,0.0,319.96,Web
T0002689,2026-04-10,C0005,P003,1,18.99,0.0,18.99,Store
T0002690,2026-04-10,C0090,P003,1,18.99,0.05,18.04,Store
T0002691,2026-04-10,C0056,P001,5,12.99,0.0,64.95,Web
T0002692,2026-04-10,C0031,P006,3,24.99,0.0,74.97,Web
T0002693,2026-04-10,C0063,P002,4,6.49,0.0,25.96,Web
T0002694,2026-04-10,C0085,P003,2,18.99,0.1,34.18,Store
T0002695,2026-04-10,C0071,P003,3,18.99,0.0,56.97,Store
T0002696,2026-04-10,C0111,P001,2,12.99,0.0,25.98,Web
T0002697,2026-04-10,C0067,P005,1,34.99,0.0,34.99,Web
T0002698,2026-04-10,C0116,P004,1,79.99,0.0,79.99,Web
T0002699,2026-04-10,C0018,P002,2,6.49,0.0,12.98,Web
T0002700,2026-04-10,C0066,P002,3,6.49,0.0,19.47,Web
T0002701,2026-04-10,C0035,P007,3,29.99,0.15,76.47,Mobile
T0002702,2026-04-10,C0105,P004,4,79.99,0.0,319.96,Store
T0002703,2026-04-10,C0029,P004,2,79.99,0.0,159.98,Store
T0002704,2026-04-10,C0093,P001,2,12.99,0.0,25.98,Store
T0002705,2026-04-10,C0109,P001,3,12.99,0.1,35.07,Mobile
T0002706,2026-04-10,C0011,P007,2,29.99,0.15,50.98,Mobile
T0002707,2026-04-10,C0048,P008,1,14.99,0.1,13.49,Web
T0002708,2026-04-10,C0111,P002,1,6.49,0.0,6.49,Mobile
T0002709,2026-04-10,C0076,P008,1,14.99,0.0,14.99,Store
T0002710,2026-04-11,C0072,P008,3,14.99,0.0,44.97,Store
T0002711,2026-04-11,C0021,P002,2,6.49,0.0,12.98,Web
T0002712,2026-04-11,C0107,P006,2,24.99,0.05,47.48,Store
T0002713,2026-04-11,C0071,P003,6,18.99,0.1,102.55,Web
T0002714,2026-04-11,C0074,P005,3,34.99,0.0,104.97,Web
T0002715,2026-04-11,C0062,P008,3,14.99,0.0,44.97,Mobile
T0002716,2026-04-11,C0072,P002,2,6.49,0.0,12.98,Mobile
T0002717,2026-04-11,C0053,P006,1,24.99,0.05,23.74,Web
T0002718,2026-04-11,C0035,P004,1,79.99,0.0,79.99,Store
T0002719,2026-04-11,C0006,P004,1,79.99,0.05,75.99,Web
T0002720,2026-04-11,C0097,P008,2,14.99,0.1,26.98,Web
T0002721,2026-04-11,C0077,P006,1,24.99,0.0,24.99,Mobile
T0002722,2026-04-11,C0117,P002,2,6.49,0.05,12.33,Mobile
T0002723,2026-04-11,C0085,P001,3,12.99,0.05,37.02,Store
T0002724,2026-04-11,C0113,P004,1,79.99,0.0,79.99,Web
T0002725,2026-04-11,C0037,P006,2,24.99,0.1,44.98,Store
T0002726,2026-04-11,C0032,P003,1,18.99,0.0,18.99,Store
T0002727,2026-04-11,C0066,P004,5,79.99,0.0,399.95,Web
T0002728,2026-04-11,C0068,P002,1,6.49,0.0,6.49,Mobile
T0002729,2026-04-11,C0110,P008,2,14.99,0.0,29.98,Web
T0002730,2026-04-11,C0109,P008,1,14.99,0.0,14.99,Store
T0002731,2026-04-11,C0039,P005,1,34.99,0.1,31.49,Web
T0002732,2026-04-11,C0064,P001,3,12.99,0.0,38.97,Mobile
T0002733,2026-04-11,C0099,P008,2,14.99,0.0,29.98,Web
T0002734,2026-04-11,C0032,P002,1,6.49,0.1,5.84,Web
T0002735,2026-04-11,C0065,P003,5,18.99,0.0,94.95,Mobile
T0002736,2026-04-12,C0098,P004,1,79.99,0.05,75.99,Store
T0002737,2026-04-12,C0057,P001,3,12.99,0.05,37.02,Store
T0002738,2026-04-12,C0081,P003,1,18.99,0.0,18.99,Web
T0002739,2026-04-12,C0051,P007,1,29.99,0.15,25.49,Store
T0002740,2026-04-12,C0120,P001,4,12.99,0.0,51.96,Store
T0002741,2026-04-12,C0052,P004,1,79.99,0.0,79.99,Web
T0002742,2026-04-12,C0045,P008,1,14.99,0.05,14.24,Web
T0002743,2026-04-12,C0097,P004,1,79.99,0.15,67.99,Web
T0002744,2026-04-12,C0073,P005,2,34.99,0.0,69.98,Mobile
T0002745,2026-04-12,C0097,P008,2,14.99,0.05,28.48,Store
T0002746,2026-04-12,C0038,P003,2,18.99,0.1,34.18,Store
T0002747,2026-04-12,C0093,P003,2,18.99,0.05,36.08,Store
T0002748,2026-04-12,C0050,P007,1,29.99,0.0,29.99,Mobile
T0002749,2026-04-12,C0004,P008,3,14.99,0.0,44.97,Web
T0002750,2026-04-12,C0048,P002,2,6.49,0.0,12.98,Web
T0002751,2026-04-12,C0052,P002,1,6.49,0.0,6.49,Web
T0002752,2026-04-12,C0049,P005,1,34.99,0.1,31.49,Store
T0002753,2026-04-12,C0114,P005,2,34.99,0.0,69.98,Store
T0002754,2026-04-12,C0029,P001,5,12.99,0.1,58.46,Web
T0002755,2026-04-12,C0030,P007,1,29.99,0.0,29.99,Store
T0002756,2026-04-12,C0044,P004,2,79.99,0.0,159.98,Store
T0002757,2026-04-12,C0082,P001,1,12.99,0.05,12.34,Mobile
T0002758,2026-04-12,C0007,P004,2,79.99,0.1,143.98,Mobile
T0002759,2026-04-12,C0064,P007,2,29.99,0.05,56.98,Store
T0002760,2026-04-12,C0053,P004,1,79.99,0.1,71.99,Web
T0002761,2026-04-12,C0096,P006,3,24.99,0.05,71.22,Mobile
T0002762,2026-04-12,C0093,P003,1,18.99,0.0,18.99,Mobile
T0002763,2026-04-12,C0070,P008,2,14.99,0.05,28.48,Store
T0002764,2026-04-12,C0064,P004,2,79.99,0.0,159.98,Mobile
T0002765,2026-04-12,C0073,P006,1,24.99,0.0,24.99,Mobile
T0002766,2026-04-12,C0029,P003,3,18.99,0.0,56.97,Mobile
T0002767,2026-04-13,C0002,P006,1,24.99,0.0,24.99,Store
T0002768,2026-04-13,C0107,P001,1,12.99,0.0,12.99,Store
T0002769,2026-04-13,C0098,P003,3,18.99,0.0,56.97,Mobile
T0002770,2026-04-13,C0080,P006,3,24.99,0.0,74.97,Mobile
T0002771,2026-04-13,C0055,P001,3,12.99,0.0,38.97,Web
T0002772,2026-04-13,C0108,P006,1,24.99,0.0,24.99,Web
T0002773,2026-04-13,C0071,P006,3,24.99,0.0,74.97,Store
T0002774,2026-04-13,C0064,P002,2,6.49,0.05,12.33,Store
T0002775,2026-04-13,C0007,P005,1,34.99,0.0,34.99,Web
T0002776,2026-04-13,C0098,P006,1,24.99,0.0,24.99,Web
T0002777,2026-04-13,C0025,P003,1,18.99,0.0,18.99,Mobile
T0002778,2026-04-13,C0071,P006,1,24.99,0.1,22.49,Mobile
T0002779,2026-04-13,C0032,P008,1,14.99,0.0,14.99,Mobile
T0002780,2026-04-13,C0031,P006,1,24.99,0.1,22.49,Web
T0002781,2026-04-13,C0048,P001,3,12.99,0.0,38.97,Store
T0002782,2026-04-13,C0006,P006,1,24.99,0.0,24.99,Web
T0002783,2026-04-13,C0042,P001,1,12.99,0.05,12.34,Store
T0002784,2026-04-13,C0049,P007,3,29.99,0.1,80.97,Mobile
T0002785,2026-04-14,C0073,P006,2,24.99,0.0,49.98,Store
T0002786,2026-04-14,C0026,P008,1,14.99,0.05,14.24,Web
T0002787,2026-04-14,C0091,P001,1,12.99,0.0,12.99,Store
T0002788,2026-04-14,C0006,P005,3,34.99,0.05,99.72,Store
T0002789,2026-04-14,C0008,P003,1,18.99,0.05,18.04,Web
T0002790,2026-04-14,C0061,P003,1,18.99,0.0,18.99,Web
T0002791,2026-04-14,C0097,P008,1,14.99,0.0,14.99,Web
T0002792,2026-04-14,C0045,P003,1,18.99,0.0,18.99,Store
T0002793,2026-04-14,C0116,P002,1,6.49,0.05,6.17,Mobile
T0002794,2026-04-14,C0058,P008,1,14.99,0.0,14.99,Mobile
T0002795,2026-04-14,C0009,P001,1,12.99,0.1,11.69,Store
T0002796,2026-04-14,C0115,P001,2,12.99,0.05,24.68,Store
T0002797,2026-04-14,C0066,P007,1,29.99,0.15,25.49,Store
T0002798,2026-04-14,C0040,P005,1,34.99,0.0,34.99,Store
T0002799,2026-04-14,C0005,P001,3,12.99,0.15,33.12,Mobile
T0002800,2026-04-14,C0078,P002,2,6.49,0.1,11.68,Web
T0002801,2026-04-14,C0046,P008,2,14.99,0.15,25.48,Store
T0002802,2026-04-14,C0028,P003,1,18.99,0.0,18.99,Web
T0002803,2026-04-14,C0023,P003,1,18.99,0.0,18.99,Store
T0002804,2026-04-14,C0052,P008,2,14.99,0.1,26.98,Mobile
T0002805,2026-04-14,C0036,P002,1,6.49,0.0,6.49,Store
T0002806,2026-04-14,C0107,P005,1,34.99,0.0,34.99,Web
T0002807,2026-04-14,C0058,P004,1,79.99,0.0,79.99,Web
T0002808,2026-04-14,C0047,P002,1,6.49,0.0,6.49,Mobile
T0002809,2026-04-14,C0109,P005,4,34.99,0.0,139.96,Store
T0002810,2026-04-14,C0065,P005,1,34.99,0.1,31.49,Store
T0002811,2026-04-14,C0112,P002,1,6.49,0.0,6.49,Web
T0002812,2026-04-14,C0105,P001,5,12.99,0.1,58.46,Store
T0002813,2026-04-14,C0104,P005,1,34.99,0.0,34.99,Web
T0002814,2026-04-15,C0090,P001,2,12.99,0.0,25.98,Web
T0002815,2026-04-15,C0069,P006,1,24.99,0.1,22.49,Web
T0002816,2026-04-15,C0058,P005,3,34.99,0.0,104.97,Web
T0002817,2026-04-15,C0024,P008,5,14.99,0.0,74.95,Web
T0002818,2026-04-15,C0004,P001,1,12.99,0.05,12.34,Store
T0002819,2026-04-15,C0090,P004,2,79.99,0.0,159.98,Mobile
T0002820,2026-04-15,C0009,P008,1,14.99,0.0,14.99,Store
T0002821,2026-04-15,C0060,P008,1,14.99,0.0,14.99,Store
T0002822,2026-04-15,C0114,P004,2,79.99,0.1,143.98,Store
T0002823,2026-04-15,C0088,P001,4,12.99,0.0,51.96,Web
T0002824,2026-04-15,C0033,P004,1,79.99,0.15,67.99,Store
T0002825,2026-04-15,C0068,P007,4,29.99,0.1,107.96,Store
T0002826,2026-04-15,C0117,P003,2,18.99,0.0,37.98,Store
T0002827,2026-04-15,C0025,P008,2,14.99,0.05,28.48,Web
T0002828,2026-04-15,C0093,P005,4,34.99,0.0,139.96,Store
T0002829,2026-04-15,C0098,P005,2,34.99,0.0,69.98,Store
T0002830,2026-04-15,C0110,P001,4,12.99,0.0,51.96,Store
T0002831,2026-04-15,C0033,P001,1,12.99,0.0,12.99,Store
T0002832,2026-04-15,C0084,P005,1,34.99,0.0,34.99,Store
T0002833,2026-04-15,C0100,P007,2,29.99,0.0,59.98,Web
T0002834,2026-04-15,C0053,P001,2,12.99,0.0,25.98,Web
T0002835,2026-04-15,C0061,P002,3,6.49,0.05,18.5,Store
T0002836,2026-04-15,C0084,P001,4,12.99,0.05,49.36,Web
T0002837,2026-04-15,C0024,P004,1,79.99,0.05,75.99,Web
T0002838,2026-04-15,C0082,P003,3,18.99,0.0,56.97,Store
T0002839,2026-04-15,C0027,P004,1,79.99,0.05,75.99,Web
T0002840,2026-04-15,C0018,P007,1,29.99,0.0,29.99,Store
T0002841,2026-04-15,C0057,P006,1,24.99,0.1,22.49,Mobile
T0002842,2026-04-16,C0007,P008,1,14.99,0.0,14.99,Store
T0002843,2026-04-16,C0119,P006,1,24.99,0.0,24.99,Web
T0002844,2026-04-16,C0092,P007,2,29.99,0.0,59.98,Store
T0002845,2026-04-16,C0012,P003,2,18.99,0.0,37.98,Mobile
T0002846,2026-04-16,C0102,P004,1,79.99,0.0,79.99,Store
T0002847,2026-04-16,C0068,P006,1,24.99,0.0,24.99,Mobile
T0002848,2026-04-16,C0023,P004,1,79.99,0.15,67.99,Store
T0002849,2026-04-16,C0083,P008,1,14.99,0.0,14.99,Store
T0002850,2026-04-16,C0108,P001,2,12.99,0.05,24.68,Store
T0002851,2026-04-16,C0049,P006,1,24.99,0.0,24.99,Store
T0002852,2026-04-16,C0034,P005,3,34.99,0.0,104.97,Store
T0002853,2026-04-16,C0047,P005,6,34.99,0.0,209.94,Mobile
T0002854,2026-04-16,C0063,P008,3,14.99,0.0,44.97,Mobile
T0002855,2026-04-16,C0007,P006,4,24.99,0.0,99.96,Web
T0002856,2026-04-16,C0112,P002,2,6.49,0.05,12.33,Store
T0002857,2026-04-16,C0034,P008,2,14.99,0.0,29.98,Store
T0002858,2026-04-16,C0026,P007,1,29.99,0.0,29.99,Web
T0002859,2026-04-16,C0038,P005,1,34.99,0.0,34.99,Web
T0002860,2026-04-16,C0042,P008,2,14.99,0.0,29.98,Web
T0002861,2026-04-16,C0064,P002,5,6.49,0.0,32.45,Mobile
T0002862,2026-04-16,C0078,P008,1,14.99,0.0,14.99,Web
